title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,album,length,composer,BPM,version,uuid,original_filename
Expatriates In Paris 5,Weezma,4.5,14,None,,,,Expatriates In Paris - v5,4,Expatriates In Paris,Full Song,Weezma,229,,65,5,35a8883edb3b4be4915bc9e20fc78120,Expatriates In Paris 5
Bless The Whole Wide World - v8,EWBAITE,4.5,14,None,\Demos--Previous Versions,,,Bless The Whole Wide World - v8,3,Bless the Whole Wide World,Full Song,Demos--Previous Versions,220,,108,8,74340e92e19244e08800b8c64ecb2006,Bless The Whole Wide World 8
The Rules Of Life - v14,EWBAITE,4.5,12,None,\Demos--Previous Versions,,,The Rules Of Life - v14,5,The Rules of Life,Full Song,Demos--Previous Versions,187,,100,14,894d8e0efaf244388ff0a7ac403c0627,The Rules of Life 14
Good Times 5 verses @102,EWBAITE,4.5,12,,,,,,,,,EWBAITE,154,Rivers Cuomo,102,5,ac37cbc944024ff3b9a0d2ab5a400422,Good Times 5 verses @102
Such A Long Way To Heaven 10,EWBAITE,4.5,12,None,\2 stars and below,Long Way To Heaven,,Such A Long Way To Heaven - v10,2,Such A Long Way To Heaven,Full Song,Demos--Previous Versions,202,,62,10,bb52bb85c5bc40d891b76266cbf426d8,Such A Long Way To Heaven 10
Hippies - v8,EWBAITE,4.5,11,None,\Demos--Previous Versions,Ballad of St. George (verse melody),,Hippies - v8,2.5,Hippies,Full Song,Demos--Previous Versions,187,,72,8,3006cb1fefb44e80b8080b0152c4a13a,Hippies 8
East Coast or West Coast - West VocMu 2,EWBAITE,4.5,10,None,\2 stars and below,,Duplicate,East Coast or West Coast - West VocMu 2,,East Coast or West Coast,Full Song,Demos--Previous Versions,246,,76,,31907315a8494a9fbbb1f25408c61e93,East Coast or West Coat - West VocMu 2
The Rules of Life - v8,EWBAITE,4.5,8,None,\Ecce Homo,,,The Rules of Life - v8,5,The Rules of Life,Full Song,Ecce Homo,182,,100,,ced032e4e2cc46118ad5e380ddf2e7c5,The Rules of Life 8
Higgs Boson - v4,EWBAITE,4.5,8,None,\Demos--Previous Versions,,,Higgs Boson - v4,3,Higgs Boson,Full Song,Demos--Previous Versions,114,,72,4,2edbc8c391644e538ba4ba44baf05615,Higgs Boson 4
Lethe 2,The Green Years,4.5,8,None,\The Maladroit Years\C.O.R_,,,Lethe 2,3,367,Voice Memo with Guitar,C.O.R_,225,Rivers Cuomo,118,,ecef0477831f4d67a1a442e45758bc7f,367 Lethe 2
midnight_chorus_options_2018_2_1_22_33_13,The Pacific Daydream Black Years,4.5,8,,\The Black Album,,,,2,Midnight,Sketch,Work,101,,79,,45a99e148636461195719fefce9f566d,midnight_chorus_options_2018_2_1_22_33_13
Almost Beautiful 22 short pre @134 +2,The Pacific Daydream Black Years,4.5,7,,\The Black Album,,,,3.5,,Full Song,Demos--Previous Versions,186,,67,22,ab96e0ddb03c40ceba0d3c5430e94674,Almost Beautiful 22 short pre @134 +2
Two Broken Hearts 9 alt p3 lyrics @132 -5,The Pacific Daydream Black Years,4.5,7,,\The Black Album,,,,4.5,Two Broken Hearts,Full Song,Demos--Previous Versions,183,,66,9,ee7e846b5bc64e6aa5f58f059e9c97c0,Two Broken Hearts 9 alt p3 lyrics @132 -5
Alligator 4 first pre @82,The Pacific Daydream Black Years,4.5,6,,\The Black Album,,,,4,,Full Song,Demos--Previous Versions,260,,82,4,2c87cc1c5e844986910a877b9a4aa810,Alligator 4 first pre @82
It's Not the Same As It Was 13 tweaks @118 -1,The Pacific Daydream Black Years,4.5,6,,\The Black Album,,,,4,Two Broken Hearts,Full Song,Demos--Previous Versions,146,,118,13,8b05dbad58594cc98357f4cf150da937,It's Not the Same As It Was 13 tweaks @118 -1
Two Broken Hearts,The Pacific Daydream Black Years,4.5,3,,\The Black Album,,,,4.5,Two Broken Hearts,Full Song,Demos--Previous Versions,183,,66,,cd817e94e63747dc8b07b8cd7e3a4ecb,Two Broken Hearts
soccer spiel,The Red-Raditude-Hurley Years,4.5,2,,,,,,,,,The Red-Raditude-Hurley Years,123,,65,,8544cb5bd52b41038ab8a3f3ad30043d,soccer spiel
A Boat on the Sea - v4,EWBAITE,4.49,38,None,,,,A Boat on the Sea - v4,4.5,A Boat on the Sea,Full Song,EWBAITE,166,,72,4,6882c09cfbff43f8986b2ca8f2e35d04,A Boat On The Sea 4
01 Where Is My Protector - Rough 2,EWBAITE,4.48,88,None,,,,Where Is My Protector - rough 2,4,Where Is My Protector?,Full Song,EWBAITE,239,,65,,4483e4d255ff4966a6ff2fbcfdbbfc67,01 Where Is My Protector - Rough 2
Four Leaf Clover 9,EWBAITE,4.48,31,None,,,,Four Leaf Clover - v9,4,Four Leaf Clover,Full Song,EWBAITE,204,,62,9,04f1bba3e2ff40568bf3ed1e23892b67,Four Leaf Clover 9
"Always, Forever - 2004-06-04",The Make Believe Years,4.48,23,None,\2004-06-04 SIR Prepro,Purple Flowers,,"Always, Forever - 2004-06-04",3,Last Chance,Full Song,2004-06-04 SIR Prepro,208,Rivers Cuomo,100,,a564b43d45374f85ae3607471cd00a8d,"01 578 Always, Forever"
Sing My Blues Away 15,EWBAITE,4.48,21,None,,,,Sing My Blues Away - v15,4,Sing My Blues Away,Full Song,EWBAITE,231,,104,15,81553704e9384ed28572d9f113d77412,Sing My Blues Away 15
Gravity Will Bring You Down - v11 1,EWBAITE,4.47,35,None,\Demos--Previous Versions,,Duplicate,Gravity Will Bring You Down - v11 1,4.5,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,180,,104,11,6ec338d506b54b53a58eef90b70e44b4,Gravity Will Bring You Down 11 1
Average Town C-9,The Green Years,4.47,19,None,\The Black Room\C.O.R_,,,Average Town C-9,5,Average Town,Full Song,C.O.R_,203,,93,,a78fa7194519413a8cf282d814249b53,C-9 Average Town
All I Need To Know Is Where To Start - 2004-04-23,The Make Believe Years,4.47,19,None,\2004-04-23 SIR Preproduction,"Clearer Eyes, Love is an Illusion",,All I Need To Know Is Where To Start - 2004-04-23,4,Where to Start,Full Song,2004-04-23 SIR Preproduction,237,Rivers Cuomo,65,,94df3aa2e6204f06986f39b2a8f21524,10 532 All I Need to Know is Where t
Friday Feeling 15 verse two @104,The Pacific Daydream Black Years,4.47,18,,,Medicine for Melancholy; Pacific Coast Highway in the Movies,,,4.5,Medicine for Melancholy,Full Song,The Pacific Daydream Years,249,,104,15,128b25dd6704419091bfde47a6f8eb61,Friday Feeling 15 verse two @104
Let Go Of Me - 2004-02-05,The Make Believe Years,4.47,17,None,\2004-02-13 SIR Preproduction - Week 3,,,Let Go Of Me - 2004-02-05,3,Let Go Of Me,Full Song,2004-02-13 SIR Preproduction - Week 3,270,Rivers Cuomo,76,,fa84e54ad60848d7a743e8f1c0e9b50f,11 514 Let Go Of Me 2004-02-05
We Are Fighters 5,Weezma,4.47,16,None,,,,We Are Fighters - v5,4.5,We Are Fighters,Full Song,Weezma,195,,118,5,724bcb6cacea4a1398460d06cd906899,We Are Fighters 5
We Are Fighters 7 instrumental,Weezma,4.47,15,,,,,,,,,Weezma,208,,113,7,60b618d3cbab4e68b6b71d72ca27fc1b,We Are Fighters 7 instrumental
Sandwiches Time - v1,The Green Years,4.47,15,None,\The Maladroit Years\C.O.R_,,,Sandwiches Time - v1,3,Sandwiches Time,Voice Memo With Guitar,C.O.R_,152,Rivers Cuomo,118,,69d5bd8b4c624ed8a594d59a4977dbb2,317.1 Sandwiches Time
She's Had a Girl - SFTBH,The Blue-Pinkerton Years,4.46,40,None,\Songs From The Black Hole,,,She's Had a Girl - SFTBH,3.5,She's Had A Girl,,Songs From The Black Hole,55,Rivers Cuomo,76,,ad22be51ceee4a0d92c1ca0b3e48cb09,08 She's Had A Girl
Everybody Wants A Chance To F - 2004-07-05,The Make Believe Years,4.46,28,None,\2004-07-05 Non A-List Contenders,,,Everybody Wants A Chance To F - 2004-07-05,5,Everybody Wants a Chance to Feel All Alone,Full Song,2004-07-05 Non A-List Contenders,211,Rivers Cuomo,100,,0eab3211728a48d993514540114099d6,13 397 Everybody Wants a Chance to F
The Ivory Telephone - v8,EWBAITE,4.46,14,None,\Demos--Previous Versions,,,The Ivory Telephone - v8,3.5,The Ivory Telephone,Full Song,Demos--Previous Versions,211,,62,8,e9637b6a2fbb4feba4fcebe9651a7c48,The Ivory Telephone 8
I Won't Let You Down - v8,EWBAITE,4.46,13,,\Demos--Previous Versions,,,,,,,Demos--Previous Versions,162,,62,8,a7fce357842a4bac930aa766df29f530,I Won't Let You Down 8
Let's Go To The 33rd Dimension - v7,EWBAITE,4.46,12,None,\Demos--Previous Versions,,,Let's Go To The 33rd Dimension - v7,4.5,Let's Go to the 33rd Dimension,Full Song,Demos--Previous Versions,220,,68,7,23548ece2b5f4d54beb01fc01fd14d5d,Let's Go To The 33rd Dimension 7
She Has A Way With Words - v3,The White Years,4.46,12,None,,,,She Has A Way With Words - v3,4.5,She Has A Way With Words,Full Song,The White Years,195,,62,3,6664a3c951ad4689b3f2ad958a159795,She Has A Way With Words 3
Sing My Blues Away - v4,EWBAITE,4.46,12,None,\Demos--Previous Versions,,,Sing My Blues Away - v4,3.5,Sing My Blues Away,Full Song,Demos--Previous Versions,236,,100,4,10286034e4254a939b21894761120cdf,Sing My Blues Away 4
Save Me - 2004-07-20,The Make Believe Years,4.47,30,None,\2004-07-20 SIR Demos,I Was Made For You,,Save Me - 2004-07-20,4,Save Me,Full Song,2004-07-20 SIR Demos,243,Rivers Cuomo,100,,4d011f1cb5af425cacb5baeed45e92aa,08 Save Me
Exonerate Me - v6,EWBAITE,4.45,20,None,\Demos--Previous Versions,,,Exonerate Me - v6,4,Exonerate Me,Full Song,Demos--Previous Versions,189,,62,6,f5e1763946ca439ca9cf8d9e944d6a7d,Exonerate Me 6
The Best Things In Life Are Free 11,EWBAITE,4.45,11,None,\Demos--Previous Versions,,,The Best Things In Life Are Free - v11,4,The Best Thing In Life,Full Song,Demos--Previous Versions,203,,62,1,abf151d4c3e243d4886628ae86b930c7,The Best Things In Life Are Free 1 1
The Rules Of Life - v26,EWBAITE,4.45,11,None,\Demos--Previous Versions,,,The Rules Of Life - v26,4,The Rules of Life,Full Song,Demos--Previous Versions,179,,104,26,30819bdc90a04a48ae2cce9338544090,The Rules of Life 26
The Rules Of Life - v38,EWBAITE,4.45,11,None,,,,The Rules Of Life - v38,4,The Rules of Life,Full Song,EWBAITE,170,Rivers Cuomo,104,38,f4a42ea4e45f402aa8a56169f405ba18,The Rules of Life 38
The Rules Of Life 4,EWBAITE,4.45,11,None,\Demos--Previous Versions,,,The Rules Of Life 4,4,The Rules of Life,Full Song,Demos--Previous Versions,184,,104,,42a13fb2ce024f62957d479229c0570b,The Rules of Life 4
Cheap Love 1998-03-01,The Green Years,4.45,10,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,Cheap Love - 1998-03-01,4.5,Sweet Love,Voice Memo with Guitar,1998-03-11Rivers's Sketch Tape,126,,72,,644587d1a9284dd29320574783755695,100 cheap love
Simple Fisherman (No Bgv In B) - 2004-04-23,The Make Believe Years,4.45,10,None,\2004-04-23 SIR Preproduction,,,Simple Fisherman (No Bgv In B) - 2004-04-23,4.5,Time Is Running Out,Full Song,2004-04-23 SIR Preproduction,215,Rivers Cuomo,89,,16533413655b4ea284266eb417063ee1,02 588 Simple Fisherman (no bgv in b
043 Labrador,The Green Years,4.44,41,None,\The Black Room\C.O.R_,,,Labrador,4,Labrador,Full Song,C.O.R_,128,,104,,5e150d3a45074cef8697aa423a769344,043 Labrador
We Gotta Get Paid 4,EWBAITE,4.44,25,None,,,,We Gotta Get Paid - v4,4,We Gotta Get Paid,Full Song,EWBAITE,168,,62,4,bf019216e3f7435a86fd110aae3dfe4d,We Gotta Get Paid 4
The Rules Of Life - v32,EWBAITE,4.44,9,None,\Demos--Previous Versions,,,The Rules Of Life - v32,5,The Rules of Life,Full Song,Demos--Previous Versions,179,,108,32,a507893f2f8c4162b4bb185bf4eebe90,The Rules of Life 32
The Tower Of Babel - v6,EWBAITE,4.44,9,None,\Demos--Previous Versions,,,The Tower Of Babel - v6,5,The Tower of Babel,Full Song,Demos--Previous Versions,202,,81,6,250623dfdc65466aa14e5d7d3a249339,The Tower of Babel 6
Real Life Friend - v10 edit,EWBAITE,4.44,8,None,\Demos--Previous Versions,,,Real Life Friend - v10 edit,3.5,Real Life Friend,Full Song,Demos--Previous Versions,215,,108,10,eb8661b7e1804d16bc522da3796cfd9a,Real Life Friend 10 edit
Let's Go To The 33rd Dimension - v3,EWBAITE,4.44,8,None,\Demos--Previous Versions,,,Let's Go To The 33rd Dimension - v3,2.5,Let's Go to the 33rd Dimension,Full Song,Demos--Previous Versions,198,,65,3,0e0f5cf8f976489c8f9a23857b74b877,Let's Go To The 33rd Dimension 3
Second Best Hugger In The World - v1 3,EWBAITE,4.44,8,None,\Demos--Previous Versions,,Duplicate,Second Best Hugger In The World - v1 3,2.5,Second Best Hugger In The World,Full Song,Demos--Previous Versions,202,,81,1,16ee7a0586444370b4d4210121e5d37b,Second Best Hugger In The World 1 3
Why Oh Why - 2004-02-20,The Make Believe Years,4.44,8,None,\2004-02-20 SIR Preproduction - Week 4,,,Why Oh Why - 2004-02-20,2.5,Why Oh Why,Full Song,2004-02-20 SIR Preproduction - Week 4,236,Rivers Cuomo,76,,3cb81adc21cc473aad7645d318e5ec4b,18 544 Why Oh Why
You Stupid Piece of Shit - 168,The Green Years,4.43,35,None,\C.O.R_,,,You Stupid Piece of Shit - 168,5,You Stupid Piece of Shit,Full Song,C.O.R_,209,,72,,b99ad27905754d8c9da62f8143530877,168 You Stupid Piece of Shit
Hide Into The Sun - 2,The Green Years,4.43,23,None,\C.O.R_,,,Hide Into The Sun - 2,3,Hide Into The Sun,Full Song,C.O.R_,99,Rivers Cuomo,113,,e3b4d6f7b6964b48baf27666ffcbbffc,140 Hide Into the Sun 2
No Way,The Green Years,4.43,15,None,\C.O.R_,,,No Way,3.5,No Way,Full Song,C.O.R_,200,Rivers Cuomo,62,,1024dc1f2db942c69431ce49fcc30adc,234 no way
Sweetest One Of All - 2004-02-13,The Make Believe Years,4.43,15,None,\2004-02-13 SIR Preproduction - Week 3,,,Sweetest One Of All - 2004-02-13,3.5,You're The One,Full Song,2004-02-13 SIR Preproduction - Week 3,200,Rivers Cuomo,89,,c16bf28a886548a2aa1b2ee9721fb4fc,17 393 Sweetest One of All 2004-02-1
Break My Heart in Pieces,The Make Believe Years,4.43,7,None,\Unknown Album,In Pieces,Duplicate,Break My Heart in Pieces,,Break My Heart in Pieces,Full Song,Unknown Album,264,Rivers Cuomo,96,,d1623d8caf9d499f95873630819ec2f2,Break My Heart In Pieces
"Beethoven Sonata No. 18 in E-flat Major, 1. Allegro 2022-07-31_",Piano,4.43,7,,,,,,,,,Piano,1359,,76,,bee13dec5bcf4c74956fb36ff21b7b5c,"Beethoven Sonata No. 18 in E-flat Major, 1. Allegro 2022-07-31_"
Punk Rock Girl - Monterey Jack,The Blue-Pinkerton Years,4.42,49,None,\1992-1993 Monterey Jack,,,Punk Rock Girl - Monterey Jack,4.5,Punk Rock Girl,Full Song,1992-1993 Monterey Jack,135,Rivers Cuomo,68,,dde4d7f215704c09bc5ec91ba48d1397,26 Punk Rock Girl
Simple to Me - v8,EWBAITE,4.42,13,None,\Demos--Previous Versions,,,Simple to Me - v8,4.5,Simple to Me,Full Song,Demos--Previous Versions,227,,100,8,cb836948466b4c528fe3a8d8e6c502ca,Simple To Me 8
Real Life Friend - v5,EWBAITE,4.42,13,None,\Demos--Previous Versions,,,Real Life Friend - v5,3.5,Real Life Friend,Full Song,Demos--Previous Versions,249,,104,5,ad429d6cb10b4f619bc7d72027b9b0a4,Real Life Friend 5
Freak Flag - v7,EWBAITE,4.42,12,None,\Demos--Previous Versions,,,Freak Flag - v7,4,Freak Flag,Full Song,Demos--Previous Versions,224,,68,7,030b82e424c74532b90b22c7d10a65ab,Freak Flag 7
Lonely Man - rest chorus,The Red-Raditude-Hurley Years,4.42,12,None,\2005 Demos,The Life I Never Lived,,Lonely Man - rest chorus,4,The Life I Never Lived,Full Song,2005 Demos,269,Rivers Cuomo,76,,c37a1831c4964196bf4e5655a578dbaa,lonely man--rest chorus
Let's Go To The 33rd Dimension - v5,EWBAITE,4.42,12,None,\Demos--Previous Versions,,,Let's Go To The 33rd Dimension - v5,3,Let's Go to the 33rd Dimension,Full Song,Demos--Previous Versions,193,,68,5,43d676524ba143e78f08d4eceef4854f,Let's Go To The 33rd Dimension 5
Love You Again,The Make Believe Years,4.42,12,None,\Unknown Album,,,Love You Again,3,Love You Again,"Full Song, Acoustic",Unknown Album,240,,68,,834cfcadcbcf409fae62d1bae73a4ba0,414 Love You Again
The Best of Me - v10,EWBAITE,4.42,6,None,\Demos--Previous Versions,,,The Best of Me - v10,3.5,The Best of Me,Full Song,Demos--Previous Versions,188,,76,10,1e90441751b24d3dbe5beec0d3c07289,The Best of Me 10
Flat Tire - v2,The Green Years,4.42,6,None,\The Maladroit Years\2 stars and below,,,Flat Tire - v2,2.5,Flat Tire,Voice Memo with Guitar,C.O.R_,134,Rivers Cuomo,87,,b0326170c5b040a8a33b74ff78ff2f5c,352.2 Flat Tire
Binoculars 7,EWBAITE,4.41,57,None,\Demos--Previous Versions,,,Binoculars - v7,3,Binoculars,Full Song,Demos--Previous Versions,245,,118,7,7b3df5ea8c1641b2b128bafd0a45f733,Binoculars 7
I Wish You Luck 212 (2000-19-07),The Green Years,4.41,22,None,\The Black Room\2000-10 Rodgerton Demos,,,I Wish You Luck - 2000-19-07,4,I Wish You Luck,Full Song,2000-10 Rodgerton Demos,190,Rivers Cuomo,118,,253dbcb4c72d4b779696bb33f122b26e,02 212 I Wish You Luck 2000-10-07
Doorbell 002,The Green Years,4.41,11,None,\The Black Room\C.O.R_,,,Doorbell,3.5,Doorbell,Full Song,C.O.R_,184,Rivers Cuomo,65,,8c5cfdab94df453bb460db2498257b86,002 Doorbell
You're Prettier Than You Think 3,The White Years,4.41,11,None,,,,You're Prettier Than You Think - v3,3.5,You're Prettier Than You Think,Full Song,The White Years,215,,65,3,e07090aac88f4853acf00269315f68e5,You're Prettier Than You Think 3
Four Leaf Clover 10,EWBAITE,4.4,55,None,,,,Four Leaf Clover - v10,4,Four Leaf Clover,Full Song,EWBAITE,198,,65,10,4e6cf09cda804fd9825f67f655e60c8c,Four Leaf Clover 10
Gravity Will Bring You Down - v11,EWBAITE,4.4,26,None,\Demos--Previous Versions,,,Gravity Will Bring You Down - v11,4.5,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,180,,104,11,4ae99df67b2c44ebad9dfa7b28c86b30,Gravity Will Bring You Down 11
Gravity Will Bring You Down - v7,EWBAITE,4.4,20,None,\Demos--Previous Versions,,,Gravity Will Bring You Down - v7,4,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,191,,104,7,3dac25413f634548830b3f0d61e3edad,Gravity Will Bring You Down 7
I Won't Flake On You - v6,EWBAITE,4.4,20,None,\Demos--Previous Versions,,,I Won't Flake On You - v6,3,I Won't Let You Down,Full Song,Demos--Previous Versions,162,,62,6,1af473b4c9fc4f09ae9dbce26f3d537d,I Won't Flake On You 6
Bach No. 1 in C minor BWV 847 and Bach No. 2 in C Minor 2022-08-19,Piano,4.4,10,,,,,,,,,Piano,1106,,62,,c4d40ca014074b79a20af43b74ec95ca,Bach No. 1 in C minor BWV 847 and Bach No. 2 in C Minor 2022-08-19
"Beethoven Sonata No. 26 in E-flat Major, 2. Abewesenheit 3. Das Wiedersehen 2022-08-16",Piano,4.4,10,,,,,,,,,Piano,4073,,62,,9547f4aeb3ab42edb00d49f88dd85231,"Beethoven Sonata No. 26 in E-flat Major, 2. Abewesenheit 3. Das Wiedersehen 2022-08-16"
Second Best Hugger In The World - v1,EWBAITE,4.4,5,,\Demos--Previous Versions,,,,,,,Demos--Previous Versions,202,,81,1,d4fc4ace89874bfbb5d64cb1ced34d63,Second Best Hugger In The World 1
If It's Only In Your Head 17 tweaks @160 +2,The Pacific Daydream Black Years,4.4,5,,\The Black Album,Second Best Hugger in the World,,,4,,Full Song,Demos--Previous Versions,194,,80,17,5588a0634a5f400ca2926783aed1ef52,If It's Only In Your Head 17 tweaks @160 +2
Oh No This Is Not For Me - SFTBH,The Blue-Pinkerton Years,4.39,46,None,\Songs From The Black Hole,,,Oh No This Is Not For Me - SFTBH,4,Oh No This Is Not For Me,,Songs From The Black Hole,44,Rivers Cuomo,113,,fd4dc16940394b99816a2368f6538f4d,06 Oh No This Is Not For Me
Now I Finally See - SFTBH,The Blue-Pinkerton Years,4.39,33,None,\Songs From The Black Hole,,,Now I Finally See - SFTBH,2,Now I Finally See,,Songs From The Black Hole,42,Rivers Cuomo,113,,f93c81654e874b8ab1acd37faec18294,10 Now I Finally See
Why Do We Hurt Each Other - Monterey Jack,The Blue-Pinkerton Years,4.39,31,None,\1992-1993 Monterey Jack,,,Why Do We Hurt Each Other - Monterey Jack,2,Why Do We Hurt Each Other,Full Song,1992-1993 Monterey Jack,176,Rivers Cuomo,62,,a588827abc214a07845a5d1f3b407a3b,05 Why Do We Hurt Each Other
Higgs Boson - v5,EWBAITE,4.39,18,None,\Demos--Previous Versions,,,Higgs Boson - v5,3,Higgs Boson,Full Song,Demos--Previous Versions,112,,72,5,7b503047d7734e42a2949bfbd78ca97d,Higgs Boson 5
I Hip - 2,The Green Years,4.39,14,None,\The Black Room\C.O.R_,,,I Hip - 2,4.5,I Hip,Full Song,C.O.R_,189,Rivers Cuomo,100,,2300d6fbc39c421cb52924e6e69ce52b,120 I Hip 2
Pissing In The Wind - v6,EWBAITE,4.38,25,None,,,,Pissing In The Wind - v6,2.5,Pissing In The Wind,Full Song,EWBAITE,177,,68,,1e1a9bce578a4ac5af0226cac26c7bd2,Pissing In The Wind 6
Empty Inside - v6,EWBAITE,4.38,24,None,\Ecce Homo,,,Empty Inside - v6,4,Empty Inside,Full Song,Ecce Homo,232,,65,6,82292738220740a386be5e4447548e75,Empty Inside 6
Everything For Me - 2004-02-27,The Make Believe Years,4.38,24,None,\2004-02-27 SIR Prepro,,,Everything For Me - 2004-02-27,4,Everything For Me,Full Song,2004-02-27 SIR Prepro,153,Rivers Cuomo,72,,a88b2049ef79455d9a8841324d843928,13 395 Everything For Me 2004-02-27
The Ivory Telephone - v9,EWBAITE,4.38,21,None,\Demos--Previous Versions,,,The Ivory Telephone - v9,5,The Ivory Telephone,Full Song,Demos--Previous Versions,204,,65,9,72d153416a994621a8a7f58d2f249e24,The Ivory Telephone 9
Somebody Tell Me Why - 2,The Green Years,4.38,21,None,\The Black Room\C.O.R_,,,Somebody Tell Me Why - 2,4,Somebody Tell Me Why,Full Song,C.O.R_,229,Rivers Cuomo,68,,1acf742d61ed45c2be7c520cfdd5a1b2,112 Somebody Tell Me Why 2
Sunshine,The Green Years,4.38,16,None,\The Black Room\1999 Rivers at TK - Binchy Bingewater,,,Sunshine,5,Sunshine,Full Song,1999 Rivers at TK - Binchy Bingewater,222,Rivers Cuomo,100,,740545ac5c024e54bb25f0eb8943b7bd,TK-7 Sunshine
Let's Keep It Platonic 2,The White Years,4.38,13,,,,,,,,,summer alts,33,,65,2,5a0ff37e0e334268ab2924ad199aefdb,Let's Keep It Platonic 2 @130
Real Life Friend - v7,EWBAITE,4.38,8,None,\Demos--Previous Versions,,,Real Life Friend - v7,3,Real Life Friend,Full Song,Demos--Previous Versions,249,,104,7,ee5f8eff7e384c70894fa2c91c561464,Real Life Friend 7
Beethoven Sonata No. 27 in E Minor and Sonata No. 28 in A Major 2022-08-17,Piano,4.38,8,,,,,,,,,Piano,3520,,62,,c5fe7439526e480194a7a674bac268b4,Beethoven Sonata No. 27 in E Minor and Sonata No. 28 in A Major 2022-08-17
