title,bundle,fanRating
Bender 15 summer memories @79 -1,The Pacific Daydream Black Years,3.05
1 6 5 4 in D @ 98,The Pacific Daydream Black Years,3.05
Loveable Loser 2 @100,The Pacific Daydream Black Years,3.04
Indian Summer 1 AI @116,The Pacific Daydream Black Years,3.04
-3,The White Years,3
Work 1-2-2013 19h53m47s,EWBAITE,3
So Far So Good 1 @89,The Pacific Daydream Black Years,3
20170612_Untitled5,The Pacific Daydream Black Years,3
Et Tu Brute D - 2003 Demos,The Make Believe Years,3
summer_elaine_5_verse,The White Years,3
02 I Just Took the Most Wicked Dump,Pre-Weezer,3
016 Let it All Hang Out,The Green Years,3
07 Leader of the Pack,The Red-Raditude-Hurley Years,3
16 Hey My Darlin'_ I'm gonna sing a,Pre-Weezer,3
42 Disco Queen,The Green Years,3
every day you walk in a straight lin,The White Years,3
Remuneration,The White Years,3
11 Woolly Mammoth (heavy major riff),EWBAITE,3
I Put On My shades,The White Years,3
Summer Elaine and Drunk Dori 3 @11,The White Years,3
Hey Nonbeliever 3,EWBAITE,3
you and me together piano,EWBAITE,3
Take Anything You Want,EWBAITE,3
07 Phone Call Interruption,Pre-Weezer,3
17 Beautiful Demons,The Green Years,3
65 sing a melody_ Take a load of Ann,The Green Years,3
7 x 9,The Red-Raditude-Hurley Years,3
I Don't Want You To Go 2,EWBAITE,3
Seven_Times_Nine,EWBAITE,3
take my breath away--piano chorus (c,The Red-Raditude-Hurley Years,3
the week before @136,The White Years,3
Trippin' Down The Freeway. no voc,The Red-Raditude-Hurley Years,3
Lau_down_2015_1_29_13_53_37,The White Years,3
i want to take u cbmix2,The Green Years,3
Untitled3 foolish father,EWBAITE,3
80's Prom Night - v8 - v7th chords,The White Years,3
Anonymous - v1,EWBAITE,3
dictadroid1_2014_9_27_15_42_31,EWBAITE,3
I Wanna Tell You What You've Been Missing - sketch,The White Years,3
The Gift Of Gab - v4,EWBAITE,3
Why Won't You Love Me 7 new melod,The White Years,3
why_won't_you_love_9_verse,The White Years,3
You and Me Together,The Red-Raditude-Hurley Years,3
388,The Green Years,3
420.1,The Green Years,3
Binoculars - 2013-6-26-12 rough sketch,EWBAITE,3
modern dukes riff,The Green Years,3
Cleopatra 5,EWBAITE,3
Work 11-15-2013 13h23m7s,EWBAITE,3
380.3,The Green Years,3
Baby Come Back,Patrick & Rivers,3
Codependent - v12 BGV ONLY,EWBAITE,3
Codependent - v12 INST NO BASS NO PERC,EWBAITE,3
Hippies - v5,EWBAITE,3
I Won't Let U Down - acoustic demo,EWBAITE,3
i'm on the outside 6 1,EWBAITE,3
Real Life Friend - v11 BGV ONLY,EWBAITE,3
the_center_of_the_universe,The White Years,3
Too Good For Me - v3 2,EWBAITE,3
Why Am I Getting So Upset 11 2,EWBAITE,3
You're Beautiful To me 6,The White Years,3
411,The Green Years,3
dictadroid1_2014_6_2_7_33_36,EWBAITE,3
Don't Bring Me Down,The Green Years,3
Hippies - 2013-2-16 acoustic sketch,EWBAITE,3
I Wish I Could Autotune My Face - 2013-1-19 sketch 2,EWBAITE,3
Saturday Night - 2013-7-22 sketch 5,EWBAITE,3
St. George - 2012-10-3 sketch,EWBAITE,3
Untitled2,The White Years,3
Work 10-26-2012 15h19m32s,EWBAITE,3
finer_things_2018_2_26_16_17_29,The Pacific Daydream Black Years,3
Hey Youngster 2 @80,The Pacific Daydream Black Years,3
Piece Of Cake 1 @79 AQ,The Pacific Daydream Black Years,3
WS_30033,EWBAITE,3
Cleopatra - v3,EWBAITE,3
Something's Missing - 2013-2-1 sketch 2,EWBAITE,3
The Band We Loved The Most 6,Weezma,3
07 Is This Mother Mine,The Green Years,3
20 She told me once before that I.,The Red-Raditude-Hurley Years,3
"Attack, Attack 038",The Green Years,3
Destination Take Me Home 060,The Green Years,3
Down By The Tree - v1,The Green Years,3
Freak Flag - 2012-7-14 acoustic,EWBAITE,3
I'm so happy I'm in santa monica,The White Years,3
Kind Support,The Green Years,3
Medicine 3,Weezma,3
Real Life Friend - v11 Instrumental No Bass No Perc,EWBAITE,3
Second Best Hugger In The World - v4,EWBAITE,3
The Life I Never Lived - 2005-06-25 demo a,The Red-Raditude-Hurley Years,3
There Is No Try - 2012-11-13 1,EWBAITE,3
We Are Solid (gtr strum over A 126),The Red-Raditude-Hurley Years,3
380.4,The Green Years,3
386,The Green Years,3
I've Had It Up To Here - 2013-10-23 brief vocal sketch 2,EWBAITE,3
Almost Beautiful 10 ab @126 +0,The Pacific Daydream Black Years,3
Almost Beautiful 17 @138 +1,The Pacific Daydream Black Years,3
Almost Beautiful 8 bjorn @125 +2,The Pacific Daydream Black Years,3
Carla_241_2018_3_22_12_58_24,The Pacific Daydream Black Years,3
Indian Summer 2 Gun It AG01 @118,The Pacific Daydream Black Years,3
too_many_thoughts_verse_2018_5_21_14_18_16,The Pacific Daydream Black Years,3
two_broken_bridge_2018_7_17_13_32_54,The Pacific Daydream Black Years,3
WS_30031,EWBAITE,3
Funny Bones (Riff in A-F Sharp),The Green Years,3
I Don't Wanna Bust My Heart - C.O.R. TXX-05,The Green Years,3
I Won't Let You Down - v4 1,EWBAITE,3
Shining Star 13,Weezma,3
Shining Star 14,Weezma,3
Shining Star 15,Weezma,3
Superfan 20,Weezma,3
The Band We Loved The Most 3,Weezma,3
The Band We Loved The Most 5,Weezma,3
Hippies - 2013-2-13 sketch 3 dup,EWBAITE,3
Happy to See You Together,The Green Years,3
Meeting With Our Maker - v2,EWBAITE,3
We Are Fighters 4 LEAD VOC ONLY,Weezma,3
I Want To Be With You Girl - A118 dup,EWBAITE,3
dictadroid3_2015_3_27_13_38_50,The White Years,3
chunky riff,The Green Years,3
dictadroid2_2014_6_24_16_25_55 2,EWBAITE,3
80_piano,The White Years,2.95
Cassandra 2 @124,The White Years,2.94
Hulk 2 verse melody @ 120,The Pacific Daydream Black Years,2.94
I Don't Want You To Go,EWBAITE,2.94
To Infect,The White Years,2.94
Her Name Is Kaylee 3 @119,The Pacific Daydream Black Years,2.93
13 Lounge Lizards 4 Lisa,Pre-Weezer,2.93
c_minor_piano_2015_1_21_15_11_32,The White Years,2.93
20170705_1765,The Pacific Daydream Black Years,2.92
affair riff,EWBAITE,2.92
high_2018_2_25_12_1_29,The Pacific Daydream Black Years,2.92
Back to the Shack - 2013-12-4 sketch 6,EWBAITE,2.9
Hot Little Tramp (with guide vocal),The Red-Raditude-Hurley Years,2.9
"64 Everywhere I go, people stop and",The Green Years,2.9
Johnny_clash_2 over summer night ch,The White Years,2.9
Take Back The Love,The Green Years,2.9
126,The White Years,2.9
03 Oasis Verse,The Green Years,2.9
I like 3,EWBAITE,2.9
instrumental 1,Pre-Weezer,2.9
Magical Fairies,EWBAITE,2.9
mansion of cardboard strum,The Green Years,2.9
Ebay,The White Years,2.89
Won't Be Long,The White Years,2.89
- This Love Piano Verse - I V iiii IV,The Red-Raditude-Hurley Years,2.88
I Still Can't Figure It out 2 @92,The White Years,2.88
01 Homer Pig News intro to Strange S,Pre-Weezer,2.88
June Bride 10,The White Years,2.88
37 temptations all around,The Green Years,2.88
20 disco queen,The Green Years,2.88
another breakin the law,EWBAITE,2.88
Bone On Bone - 2013-2-28 sketch 5,EWBAITE,2.88
Girl We Got A Good Thing - v15 sketch,The White Years,2.88
Hawaii Ideas Voice Memo - 2014-9-29,EWBAITE,2.88
I'm Loving The Way You Hold My Hand,The White Years,2.88
pluck_2014_9_29_12_11_7,EWBAITE,2.88
Something's Missing - 2013-2-1 sketch 3,EWBAITE,2.88
Special (I-IV),The Red-Raditude-Hurley Years,2.88
Still In Love With You - v1,The Green Years,2.88
take or leave it,EWBAITE,2.88
Weekend Woman Chorus,EWBAITE,2.88
Why Won't You Love Me - v3 - v@120,The White Years,2.88
WS_30025,EWBAITE,2.88
03 sing a melody prechorus,The Green Years,2.86
A Major,The Red-Raditude-Hurley Years,2.86
crazy impossible days 3,The White Years,2.86
Drama Queen - 2003 Demos,The Make Believe Years,2.86
They Are Stupid INTRO,The Make Believe Years,2.86
troublemaker melody shifted,The Red-Raditude-Hurley Years,2.86
troublemaker orig feel,The Red-Raditude-Hurley Years,2.83
Webcam Hottie,The Red-Raditude-Hurley Years,2.83
2004-07-11 Piano Lick,The Make Believe Years,2.83
Do You Want To Get High - v14 alt cho,The White Years,2.83
I_never_get_tired_of_you_2015_2_5_10,The White Years,2.83
terje @120_2015_2_16_12_57_59,The White Years,2.83
troublemaker melody crammed,The Red-Raditude-Hurley Years,2.83
Why Am I Getting So Upset 2,EWBAITE,2.83
355,The Green Years,2.83
397.2,The Green Years,2.83
dictadroid2_2014_11_13_11_36_45 1,The White Years,2.83
Ideas 12-16-2012 10h7m31s,EWBAITE,2.83
soundcheck riff techno 2 chorus,EWBAITE,2.83
Untitled2 6,The Pacific Daydream Black Years,2.83
Almost Beautiful 10 ab @126 +0 HOOK,The Pacific Daydream Black Years,2.83
knock_the_hustle_2018_2_25_9_28_6,The Pacific Daydream Black Years,2.83
Sammy and Robby 1 AU @75 +1,The Pacific Daydream Black Years,2.83
45 Yes It's True,The Green Years,2.83
Cleopatra - v20 no bridge,EWBAITE,2.83
The Life I Never Lived - 2005-06-25 demo c,The Red-Raditude-Hurley Years,2.83
17 Everytime You Come Around,The Green Years,2.83
38 Every Time I Close My Eyes,The Green Years,2.83
43 Sing a Melody,The Green Years,2.83
Collaborate - 2012-11-14 acoustic sketch 1,EWBAITE,2.83
Do You Want Me To Stay,The Green Years,2.83
Don't Pick On Me,The Green Years,2.83
Everybody Depends On A Friend,The Green Years,2.83
Fast Acoustic Riff,EWBAITE,2.83
Fast Shuffle Piano That's Love,EWBAITE,2.83
Freak Flag - 2012-7-14 acoustic sketch 1,EWBAITE,2.83
Hippies - 2013-2-13 sketch 1,EWBAITE,2.83
How Long - v2,The Green Years,2.83
I Don't Need a Lover to Help Me Through,The Green Years,2.83
I Wish I Could Autotune My Face - 2013-1-19 sketch 3,EWBAITE,2.83
ideas 10-4-2011 6h57m12s,EWBAITE,2.83
It's a Cold Cold World,The Green Years,2.83
Long I And Then II On Aku,EWBAITE,2.83
Mixolydian Going Into 1 6 4 5 In B,EWBAITE,2.83
reggae feel,Pre-Weezer,2.83
Sacrifice,The Green Years,2.83
sappy piano 8-27-2012 9h47m25s,EWBAITE,2.83
Second Best Hugger in the World - 2013-2-13 sketch 4,EWBAITE,2.83
St. George - 2012-10-23 acoustic sketch new chorus,EWBAITE,2.83
St. George - 2012-10-3 early acoustic sketch 2,EWBAITE,2.83
St. George - 2012-early acoustic sketch 10-1-12,EWBAITE,2.83
Start Up - 2012-11-16 brief acoustic clip 3,EWBAITE,2.83
There Is No Try - 2012-11-13 2,EWBAITE,2.83
Untitled11,The White Years,2.83
VI V i VII,EWBAITE,2.83
Wagamama - 2013-2-19-13 sketch 1,EWBAITE,2.83
Wagamama - 2013-2-8-13 sketch 2,EWBAITE,2.83
Warm For You,The Green Years,2.83
Why Should So Many People Go Home?,The Green Years,2.83
You Don't Love Me,The Green Years,2.83
Almost Beautiful 14 melo hook @126 +1,The Pacific Daydream Black Years,2.83
far_from_home_2018_2_23_9_49_48,The Pacific Daydream Black Years,2.83
"Angela, 28 3 bongoloop AJ @82",The Pacific Daydream Black Years,2.82
Adventure 2@120,The White Years,2.81
Good Times 4,The White Years,2.81
this_girl_5_piano_verse 1,The White Years,2.81
80's Prom Night 12,The White Years,2.8
Indian Summer 1 @118,The Pacific Daydream Black Years,2.8
6_8 piano,EWBAITE,2.8
"85 I'm sick, I'm tired",The Green Years,2.8
dictadroid6_2017_9_12_9_46_48,The Pacific Daydream Black Years,2.8
I don't wanna let you go (overdubs),The Red-Raditude-Hurley Years,2.8
I Want you To Notice me 2,EWBAITE,2.8
mixo piano groove i iii VII i 2,The Red-Raditude-Hurley Years,2.8
No Bars - 2013-2-7 acoustic,EWBAITE,2.8
sleeping_pill,The White Years,2.8
sports team 8 riff,EWBAITE,2.8
Thanks To The Postman,The Red-Raditude-Hurley Years,2.8
This Love grunge,The Red-Raditude-Hurley Years,2.8
Work 11-17-2012 19h33m35s,EWBAITE,2.8
You And Me Together 2013 INST NO BAS,EWBAITE,2.8
399,The Green Years,2.8
Funky Lil Line,EWBAITE,2.8
Nothing Like It 7 @128,The White Years,2.8
spooky articulation of I,EWBAITE,2.8
vi IV V I piano not good for,EWBAITE,2.8
Work 10-27-2012 11h59m20s,EWBAITE,2.8
"@126',,120_2015_2_23_10_24_50",The White Years,2.79
fwf_bridge_melody_2015_1_4_22_53_12,The White Years,2.79
let_me_see_2015_2_10_8_21_18,The White Years,2.79
Moan Man 2,The White Years,2.79
-2,The White Years,2.78
03 don't lead me on,The Green Years,2.78
East Coast or West Coast - 2012-9-20 sketch,EWBAITE,2.78
all_about_you_2015_2_4_15_15_11,The White Years,2.75
Come On,The Make Believe Years,2.75
troublemaker feel and low bridge,The Red-Raditude-Hurley Years,2.75
@132_2015_2_23_10_29_9,The White Years,2.75
29 here somes that old feeling verse,The Green Years,2.75
acoustic minor plucked chords,EWBAITE,2.75
Evil Eye,The White Years,2.75
feet_on_the_ground-1,The White Years,2.75
Finish Line 3,The White Years,2.75
Hook Dance 1 on I piano,EWBAITE,2.75
Sorrowful Essence 3@118,The White Years,2.75
Untitled11,The White Years,2.75
23 wan and wistful silvertone riff,The Green Years,2.75
c12,EWBAITE,2.75
385b,The Green Years,2.75
409 short verse long chorus,The Green Years,2.75
67 cool slow groove feel_ I iii,The Green Years,2.75
Lydian Song - acoustic sketch,The White Years,2.75
Rest In Peace - v21 LEAD VOC ONLY,EWBAITE,2.75
She's Just A Girl - sketch,The White Years,2.75
St. George - 2012-10-3 early acoustic sketch 3,EWBAITE,2.75
Start-Up,EWBAITE,2.75
takeoff hi @157,The White Years,2.75
The Night we dropped the bomb (confl,The Red-Raditude-Hurley Years,2.75
The Rules Of Life - v28 - vTo Par,EWBAITE,2.75
toby gad idea 6,The Red-Raditude-Hurley Years,2.75
Untitled1-20150821,The White Years,2.75
You're A Liar,The Red-Raditude-Hurley Years,2.75
Expatriates in Paris - 2012-9-12 sketch 1,EWBAITE,2.75
Gentle Aku Shuffle IV I6 V64,EWBAITE,2.75
Hippies - 2013-2-13 sketch 4,EWBAITE,2.75
Paisley Development,EWBAITE,2.75
Saturday Night - 2013-7-22 sketch 6,EWBAITE,2.75
Second Best Hugger in the World - 2013-2-9 sketch,EWBAITE,2.75
Alligator 5 short verse @80,The Pacific Daydream Black Years,2.75
WS_30034,EWBAITE,2.75
E-A Riff,The Green Years,2.75
Genie,The Green Years,2.75
The Band We Loved The Most 4,Weezma,2.75
Minor Grand Melody 2 Chord Idea,EWBAITE,2.75
gun it 8 lyrics @ 62.5,The Pacific Daydream Black Years,2.72
3 doors down minor shuffle,EWBAITE,2.72
Move It On,The Green Years,2.72
Untitled12,The White Years,2.72
11 I Can't Sing Mama Slow-Fast,Pre-Weezer,2.71
1987-09 Tongue of Fire-writing tape,Pre-Weezer,2.71
gun it 1 @62.5,The Pacific Daydream Black Years,2.71
gun it 4 @ 62.5,The Pacific Daydream Black Years,2.71
Untitled3_2016_3_15_9_24_41,The Pacific Daydream Black Years,2.71
If You Only Knew 8 @128,The White Years,2.71
I'm Going Swimming With You 2 @133,The White Years,2.7
Awaken Early - v4 @118 90s dance,The White Years,2.7
happy_anniversary_4_shuffle_146,The White Years,2.7
414 IVmaj 7 I,The Green Years,2.7
80's Prom Night - v7 jake verse,The White Years,2.7
96_minor_nine_strum_2015_2_11_10_7_5,The White Years,2.7
bellwether2015-Mar-09-2141,The White Years,2.7
Bone On Bone - 2013-2-28 sketch 7,EWBAITE,2.7
dictadroid2_2015_2_12_12_55_23,The White Years,2.7
E C# techo riff 2 chorus,EWBAITE,2.7
I Want To Know,The Green Years,2.7
Untitled12 1,The White Years,2.7
Untitled6 2,The White Years,2.7
you_make_me_believe,The White Years,2.7
Untitled11 1,The White Years,2.69
Loveable Loser @100,The Pacific Daydream Black Years,2.67
01 Fight For Your Right,Pre-Weezer,2.67
Ode to Whine 2,The White Years,2.67
verse_melody@208,The White Years,2.67
Cleopatra - v2,EWBAITE,2.67
14 Don't Bring Me ELO,Pre-Weezer,2.67
2015-Mar-10-1549,The White Years,2.67
420 aku,The Green Years,2.67
56 burndt jamb precursor,The Green Years,2.67
heavy piano groove in Gb I vi 1,The Red-Raditude-Hurley Years,2.67
I Hate You,The Red-Raditude-Hurley Years,2.67
Me Time 3,The White Years,2.67
dictadroid2_2015_4_7_14_15_11,The White Years,2.67
dictadroid6_2014_9_29_12_11_9 1,The White Years,2.67
f# c# D c# shuffle strum _,EWBAITE,2.67
sludgy techno 2 chorus,EWBAITE,2.67
No Bars - 2013-2-5 acoustic sketch dup,EWBAITE,2.67
30 Oasis,The Green Years,2.67
39 I Just Wanna Be Your Friend,The Green Years,2.67
45 Yes It's True,The Green Years,2.67
52 Our Parents Don't Want to Know,The Green Years,2.67
big jumps piano from IV iii ii I,EWBAITE,2.67
Everybody Get Dangerous - monochord,The Red-Raditude-Hurley Years,2.67
I Did a Bad Thing (2),The Green Years,2.67
I Want to Live in the Future,The Green Years,2.67
I'll Be with Someone Else - v2 BGV ONLY,EWBAITE,2.67
Piano Riff--I--Vi--Iv--I,The Red-Raditude-Hurley Years,2.67
Rest In Peace - v21 BGV ONLY,EWBAITE,2.67
Sam'z Army,The Green Years,2.67
Something's Missing - 2013-2-1 sketch 5,EWBAITE,2.67
Sunday Morning Came,The Green Years,2.67
Sunday Morning Came (2),The Green Years,2.67
Vibrator - 2013-10-7 acoustic sketch 1,EWBAITE,2.67
Volunteers - v2 Lead Vocals Only,EWBAITE,2.67
"Whatever, Dude",The Green Years,2.67
Port of Ecstasy - v1 riff version,The Green Years,2.67
371,The Green Years,2.67
377,The Green Years,2.67
04 Clean Riff I III IV,The Green Years,2.67
Bass Line,The Green Years,2.67
Best Coast Bethany Ideas 1,EWBAITE,2.67
Best Coast Bethany Ideas 2,EWBAITE,2.67
Best Coast Bethany Ideas 4,EWBAITE,2.67
Best Coast Bethany Ideas 5,EWBAITE,2.67
Collaborate - 2012-11-14 acoustic sketch 2,EWBAITE,2.67
Development of The British Are Coming - 2011-11-10,EWBAITE,2.67
dictadroid5_2017_7_27_17_45_24,The Pacific Daydream Black Years,2.67
Fuck The 70's,The Green Years,2.67
I Feel So Excited - melody,EWBAITE,2.67
I Wish I Could Autotune My Face - 2013-1-19 sketch 4,EWBAITE,2.67
I'm Just Being Honest - 2012-12-14 early piano sketch 3,EWBAITE,2.67
I've Had It Up To Here - 2013-10-23 brief vocal sketch 1,EWBAITE,2.67
Kinda Bluesy,EWBAITE,2.67
Oh Sisyphus Voice Memo - 2014-9-28,EWBAITE,2.67
Port of Ecstasy - v2,The Green Years,2.67
Saturday Night - 2013-7-22 sketch 1,EWBAITE,2.67
Saturday Night - 2013-7-22 sketch 7,EWBAITE,2.67
Unknown Song F - 2012-12-13 sketch 2,EWBAITE,2.67
Untitled5,The Pacific Daydream Black Years,2.67
Work 1-2-2013 19h24m9s,EWBAITE,2.67
Work 10-27-2012 10h7m56s,EWBAITE,2.67
Almost Beautiful 15 lyric hook @138 +1,The Pacific Daydream Black Years,2.67
Piece of Cake 7 @79 -3,The Pacific Daydream Black Years,2.67
gun it 7 alt verse @ 62.5,The Pacific Daydream Black Years,2.64
@152_2015_3_3_11_0_25,The White Years,2.64
out_the_door_@187 1,The White Years,2.64
About Last Night 2 Dusty Break AJ @63,The Pacific Daydream Black Years,2.62
20170711_Untitled10,The Pacific Daydream Black Years,2.62
I admire you so much (RC edit 1),The Green Years,2.62
11 is there anything left to say_,The Green Years,2.62
Anonymous - v23 LEAD VOC ONLY,EWBAITE,2.62
You're Beautiful To me 9,The White Years,2.62
396 strum,The Green Years,2.62
78 Ol Backwater,The Green Years,2.62
Binoculars - 2013-6-27-12 rough sketch,EWBAITE,2.62
Bone On Bone - 2013-2-28 sketch 4,EWBAITE,2.62
dictadroid5_2015_2_7_10_24_40,The White Years,2.62
dictadroid8_2015_2_10_14_38_12,The White Years,2.62
I Wish I Could Autotune My Face - 2013-1-19 sketch 1,EWBAITE,2.62
Organ Rave A120,The Red-Raditude-Hurley Years,2.62
Ring around Rock harmonica c24,EWBAITE,2.62
second chance 1,EWBAITE,2.62
Something's Missing - 2013-2-1 sketch 4,EWBAITE,2.62
Untitled5,The White Years,2.62
Almost Beautiful 12 aaba @126 +0,The Pacific Daydream Black Years,2.62
too_many_thought_verse_variation_2018_10_30_9_40_3,The Pacific Daydream Black Years,2.62
WS_30032,EWBAITE,2.62
High of 69 2 @94,The White Years,2.61
22 i can feel it when you rhyme_,The Green Years,2.6
27 be my steady (be my steady),The Green Years,2.6
Why Am I Getting So Upset,EWBAITE,2.6
11 Underground,Pre-Weezer,2.6
18 every body wants some love,The Green Years,2.6
393 I don't Believe the Children Cam,The Green Years,2.6
409 shortest edit,The Green Years,2.6
99 decent prechorus @ 1_40,The Green Years,2.6
b_minor,The White Years,2.6
dictadroid11_2014_10_9_14_9_41,The White Years,2.6
good_times_verse_check_5,The White Years,2.6
Hot Little Tramp. chorus,The Red-Raditude-Hurley Years,2.6
Sports Team 3,EWBAITE,2.6
toby gad idea 1,The Red-Raditude-Hurley Years,2.6
Ukulele Riff @ 127,The Red-Raditude-Hurley Years,2.6
whip it up 5 @159,The White Years,2.6
wild_animals_5_verse,The White Years,2.6
379.2,The Green Years,2.6
Bone On Bone - 2013-2-28 sketch 8,EWBAITE,2.6
Tease,EWBAITE,2.6
Untitled3_2016_2_29_9_16_28,The Pacific Daydream Black Years,2.6
what i wanted Ideas 7-1-2013 13h21m,EWBAITE,2.6
crane @124 2,The White Years,2.58
Untitled8 1,The White Years,2.58
14 amazing contrary motion in 3_4,EWBAITE,2.58
3 doors down minor,EWBAITE,2.58
332.2 song,The Green Years,2.58
ACB punk shuffle,EWBAITE,2.58
Untitled4_2016_3_2_9_26_44,The Pacific Daydream Black Years,2.58
You're Gonna Be a Star (Someday) 4 @128,The White Years,2.58
138,The White Years,2.57
05 I'm Watchin You-acoustic,Pre-Weezer,2.57
05 I'm Watchin You-acoustic,Pre-Weezer,2.57
1985-12 q Fifteen,Pre-Weezer,2.57
high hopes,The White Years,2.57
Hybrid,EWBAITE,2.57
06 I am really fucking cool with all,Pre-Weezer,2.57
"28 His name is Brian, Brian Bell",The Green Years,2.57
c63 dynabanjo,EWBAITE,2.57
High Hopes 3,The White Years,2.57
03 John the Puppy,Pre-Weezer,2.56
gun it 6 @ 62.5,The Pacific Daydream Black Years,2.56
@100_2015_2_20_16_1_45,The White Years,2.56
Harvard Blues (edit),The Blue-Pinkerton Years,2.55
06 Skunking Funk,Pre-Weezer,2.5
1 6 3 b6 5 piano @62,EWBAITE,2.5
11 Keeko Seeko,Pre-Weezer,2.5
145 INST,The Green Years,2.5
heart_6_love_of_life,The White Years,2.5
you_deserve_better,The Pacific Daydream Black Years,2.5
dictadroid3_2017_9_25_14_43_36,The Pacific Daydream Black Years,2.5
@112 03-09-2015-201009,The White Years,2.5
10 Holy Boat,Pre-Weezer,2.5
dictadroid13_2014_10_14_9_20_52,The White Years,2.5
12 Oh Jeez,Pre-Weezer,2.5
019 Mergatroid,The Green Years,2.5
12 Three Instrumentals,Pre-Weezer,2.5
The Cuomo Family,The Red-Raditude-Hurley Years,2.5
toby gad idea 2,The Red-Raditude-Hurley Years,2.5
Lady Gaga,EWBAITE,2.5
sludgy techno,EWBAITE,2.5
Venice_beat,The White Years,2.5
Work 10-27-2012 12h26m2s,EWBAITE,2.5
Work 11-15-2012 13h21m23s,EWBAITE,2.5
Work 11-27-2013 15h14m15s,EWBAITE,2.5
Untitled3 8,The Pacific Daydream Black Years,2.5
WS_30035,EWBAITE,2.5
04 Wet Dog,Pre-Weezer,2.5
2017-02-07Untitled4,The Pacific Daydream Black Years,2.5
22 good times,The Green Years,2.5
34 riff_ could be a good feel---feel,The Green Years,2.5
Awaken Early - guitar riff,The White Years,2.5
chorus starts on V piano,EWBAITE,2.5
crushing piano circle of 4ths,EWBAITE,2.5
dictadroid7_2017_9_12_11_42_16,The Pacific Daydream Black Years,2.5
E C# techo riff 2 chorus 2,EWBAITE,2.5
E_c# aku riff,EWBAITE,2.5
I vi I64 IV ideas 10-5-201,EWBAITE,2.5
not in the mood 2012-06-21_11-10,EWBAITE,2.5
Rock Riff In G,The Red-Raditude-Hurley Years,2.5
slow Shuffle Chord Riff,EWBAITE,2.5
The Night we dropped the bomb,The Red-Raditude-Hurley Years,2.5
this love sad groove 2 5 1 6,The Red-Raditude-Hurley Years,2.5
Untitled3 (1),The White Years,2.5
aku 1 4 5,The Pacific Daydream Black Years,2.5
i want to take u home cbmix3,The Green Years,2.5
You're Beautiful To me 8,The White Years,2.5
385a turn me round,The Green Years,2.5
80's Prom Night - v10 clean verse 14,The White Years,2.5
Codependent - v12 LEAD VOC ONLY,EWBAITE,2.5
Do You Want To Get High - v4,The White Years,2.5
Does Anybody Love Anybody - v8 bridge sped up,The White Years,2.5
every_day_at_104_2014_10_13_10_22_52,EWBAITE,2.5
Hippies - v3,EWBAITE,2.5
Kitty Pettin 009,The Green Years,2.5
Sports Team 2,EWBAITE,2.5
three,Patrick & Rivers,2.5
wild_animals_5_verse 1,The White Years,2.5
378.2,The Green Years,2.5
379.3,The Green Years,2.5
380.2,The Green Years,2.5
Binoculars - 2013-6-25-12 rough sketch,EWBAITE,2.5
Bone On Bone - 2013-2-28 sketch 2,EWBAITE,2.5
Bone On Bone - 2013-2-28 sketch 3,EWBAITE,2.5
Bone On Bone - 2013-2-28 sketch 6,EWBAITE,2.5
dictadroid1_2015_2_12_7_52_34,The White Years,2.5
dictadroid4_2015_3_3_11_59_9,The White Years,2.5
El Presidente - 2012-8-23 sketch 1,Patrick & Rivers,2.5
El Presidente - 2012-8-23 sketch 4,Patrick & Rivers,2.5
Exonerate Me - acoustic sketch,EWBAITE,2.5
Freak Flag - 2012-7-14 acoustic sketch 2,EWBAITE,2.5
Hendrix,The Green Years,2.5
I Can't Stop I'm 0 For The Day - v1,The Green Years,2.5
Kyokushin Side A,Pre-Weezer,2.5
Nothing In The City,The Green Years,2.5
Second Best Hugger in the World - 2013-2-5 sketch,EWBAITE,2.5
supercatchy 145 piano,EWBAITE,2.5
Work 1-2-2013 19h28m15s,EWBAITE,2.5
Work 10-15-2013 10h37m33s,EWBAITE,2.5
Running Red Lights 10 dbl vox @98 +2,The Pacific Daydream Black Years,2.5
_tom sawyer bass riff,The Red-Raditude-Hurley Years,2.5
35 Bad Girl,The Green Years,2.5
48 Don't Be So Stingy,The Green Years,2.5
71 I Just Wanna Do Something Before,The Green Years,2.5
82 You Don't Need Diamond Rings,The Green Years,2.5
86 There Ain't Nothin' to Bitch About,The Green Years,2.5
94 Our Parents Didn't Want to Know,The Green Years,2.5
Gaiser Riff C15 Brit Hi-Gain W_Ph 2,EWBAITE,2.5
Good News Channel - 2013-2-21 sketch 3,EWBAITE,2.5
Hippies - 2013-2-12 sketch 1,EWBAITE,2.5
Hippies - 2013-2-12 sketch 4,EWBAITE,2.5
Hippies - 2013-2-15 acoustic demo 2,EWBAITE,2.5
I Did a Bad Thing (2),The Green Years,2.5
I Know That U Want Me - nice pop tune,EWBAITE,2.5
I Want To Take Your Money,The Green Years,2.5
ideas 10-5-2012 10h8m54s,EWBAITE,2.5
Minor Piano Shuffle,EWBAITE,2.5
Quick Dark To Glory On The Piano,EWBAITE,2.5
Second Best Hugger in the World - 2013-2-11 demo,EWBAITE,2.5
She Wants To Cut Me,The Green Years,2.5
Slow Shuffle Chord Riff I V Iv Aku,The Red-Raditude-Hurley Years,2.5
Sometimes You Never Know,The Green Years,2.5
Untitled1 3,The Pacific Daydream Black Years,2.5
Untitled6,The White Years,2.5
